wallet_provider,wallet_id,balance,monthly_transactions,average_transaction,top_up_frequency,duitnow_qr_usage,user_id
MAE,181635e9-444d-4d65-9b4f-2b87c2cb5633,148.34,18,92.77,7,4,2fc6548f-e978-4c84-b756-5cac9bcee261
Boost,a2dd9ab1-5a76-4f88-ab21-cc2a69684b41,168.5,12,20.34,1,15,2fc6548f-e978-4c84-b756-5cac9bcee261
Boost,607476e0-9aa6-4f39-bec0-40e5d3a38865,473.17,15,93.67,2,11,077aa7ce-b081-4980-a0c6-1f8a4eea1796
MAE,4acfe6d3-e5c9-4adf-bddd-bab5ae27dd32,170.61,15,91.33,4,10,077aa7ce-b081-4980-a0c6-1f8a4eea1796
ShopeePay,b744c146-00cc-481f-b210-90e4c73c1cd8,424.22,14,94.33,1,7,077aa7ce-b081-4980-a0c6-1f8a4eea1796
Touch n Go eWallet,489efa9c-fcda-4489-9a96-75ce7da217ba,253.77,5,20.77,7,12,077aa7ce-b081-4980-a0c6-1f8a4eea1796
Touch n Go eWallet,38efd7e4-8a92-49ec-aac4-6f57be623a89,92.2,8,67.39,1,6,75f8f3b1-f1ac-47e4-a8d6-d1826d2fe5b3
Boost,847ca02a-3e8c-40e4-b4e2-e104ce7cc16a,90.76,24,44.15,3,11,75f8f3b1-f1ac-47e4-a8d6-d1826d2fe5b3
GrabPay,6cb75318-dd1e-4c4a-86bc-e7eaa5e80ed8,166.17,29,85.55,8,11,ae913a1d-327e-4347-9293-128bbb9bee07
Boost,804d627c-01d5-428a-8c0d-333984d888f6,353.1,21,17.97,4,12,ae913a1d-327e-4347-9293-128bbb9bee07
ShopeePay,c30f88a5-692c-4c17-8f94-98d89a482f2b,91.88,15,51.24,8,6,ae913a1d-327e-4347-9293-128bbb9bee07
Boost,603282b0-cdb4-4962-a94c-599114e1f86b,253.73,27,87.09,4,12,975dc284-79a4-49d9-9d3c-1bb9a8120f89
ShopeePay,7b73c97c-e9f4-4ae0-b11d-b5dc45ac9fd7,450.82,6,79.71,5,9,975dc284-79a4-49d9-9d3c-1bb9a8120f89
MAE,bb4cb12c-d33a-400d-a79b-9c41abb99b0c,192.27,11,27.54,1,13,717ed559-fae1-439d-af86-e40140684c56
Boost,01def2ef-dd41-4cad-82a3-3f75f2735fb5,424.99,23,38.0,7,3,717ed559-fae1-439d-af86-e40140684c56
GrabPay,07d72294-17c9-46eb-96b3-eb439c137cb5,311.91,11,47.4,6,12,717ed559-fae1-439d-af86-e40140684c56
ShopeePay,61254c1e-71c3-4f3b-b2eb-c0990ad66c46,108.71,13,54.57,4,9,717ed559-fae1-439d-af86-e40140684c56
GoPayz,a992fec0-5d8e-4ff5-971c-254b568389f3,60.24,11,35.76,4,14,1456b74a-2227-456d-89df-eaec73836292
Boost,349364aa-1971-4c39-88d9-7b19f9ea5f0f,338.66,6,90.36,3,7,1456b74a-2227-456d-89df-eaec73836292
ShopeePay,0c79d406-7ef0-4359-8dee-dfab8e2b80a3,371.67,23,47.09,6,7,09802388-8a21-4215-8d9a-7eab682c4eb0
Boost,213c0270-2a2e-49ad-a043-15eb49248c98,107.04,15,72.63,5,6,09802388-8a21-4215-8d9a-7eab682c4eb0
Boost,bee1aa91-4745-4380-895e-55a262bb6976,173.64,23,93.19,1,7,2461a04c-dc07-4e11-a3ab-3474780d7a31
ShopeePay,737e98db-1238-463b-b508-7d21626b7b85,365.01,7,56.5,6,11,2461a04c-dc07-4e11-a3ab-3474780d7a31
Touch n Go eWallet,5a9a5275-d348-4832-b8a4-ab0ac0e86e70,442.32,19,32.64,8,11,2461a04c-dc07-4e11-a3ab-3474780d7a31
Touch n Go eWallet,e747da5f-f9ef-4bbc-821e-81cf68b4e35c,350.79,13,51.65,7,7,4351d985-2e00-4096-b239-ea170f6578db
ShopeePay,fb76ff2b-8350-44ab-b60d-e818a3f3406b,470.15,5,87.91,6,4,4351d985-2e00-4096-b239-ea170f6578db
GrabPay,84cb47c4-5c28-46ac-93f4-970b63e24c37,483.6,10,30.44,4,6,4351d985-2e00-4096-b239-ea170f6578db
Boost,90e1342d-4242-4056-b6e4-e60a79def307,89.74,28,56.65,8,8,4351d985-2e00-4096-b239-ea170f6578db
MAE,edff2997-7d5d-452c-9984-6978bdf61faa,443.61,18,63.21,4,14,2bbcccbe-15e0-4de6-9fe9-f3ef33090fee
Touch n Go eWallet,6da16999-579e-4238-9faf-16b9f6e20d22,476.33,9,51.4,8,15,2bbcccbe-15e0-4de6-9fe9-f3ef33090fee
GrabPay,f8a1683c-29cb-4360-ba0e-25e47f7647e4,126.15,18,31.71,2,14,ff1b911c-56d7-4176-b323-c1449b1d25b6
MAE,7311db3e-f70b-44a5-860c-a1df53171cd8,52.24,9,52.83,1,3,ff1b911c-56d7-4176-b323-c1449b1d25b6
Boost,80ef2dcb-8e1a-4d60-aaae-682f5c5737bd,396.46,9,43.97,3,7,ff1b911c-56d7-4176-b323-c1449b1d25b6
ShopeePay,9e9fcb43-4c4c-4f13-93b4-116500893fff,162.33,9,55.82,7,8,2684debd-bfb8-4d9f-9d48-f35343172bb5
Touch n Go eWallet,5fc5ffa1-ee1f-4c6f-95dd-52999874a8b9,118.63,21,49.36,1,7,2684debd-bfb8-4d9f-9d48-f35343172bb5
GrabPay,0e4c3b13-7d35-43a4-8a28-0fff9b487162,244.86,26,30.05,8,10,2684debd-bfb8-4d9f-9d48-f35343172bb5
GoPayz,059e3a62-ff8a-4310-9cc4-3c08974d0e97,416.0,29,82.6,7,7,2684debd-bfb8-4d9f-9d48-f35343172bb5
Touch n Go eWallet,d96fbad2-78c5-4744-9eaf-4557bcad185f,225.66,28,80.57,1,8,14a612c6-5793-4027-ae63-f7d5bf12cc6f
GrabPay,dd012b44-8988-4e22-8a78-d8e5bcc9bf37,269.78,19,20.47,7,3,14a612c6-5793-4027-ae63-f7d5bf12cc6f
ShopeePay,c0748652-8fed-4b9d-b49f-03ab7f0d7286,27.22,15,40.57,2,5,14a612c6-5793-4027-ae63-f7d5bf12cc6f
GoPayz,bbdb1a9b-f77c-4fa8-bd86-fb9ff3d9386a,384.39,13,12.86,7,8,b45be878-5567-4668-88bc-7e747afb9d19
ShopeePay,18c6e48f-1de8-4e64-a2ab-1c75ff657146,61.74,22,39.41,7,11,b45be878-5567-4668-88bc-7e747afb9d19
ShopeePay,b9311bdf-2cf9-4801-922d-d2ccdcf1b534,421.04,30,30.76,1,7,061f0274-de48-4ff9-9b0e-62671cdf462f
MAE,4ac5f6cc-3a43-43a4-b8d1-b7e885ef97b7,58.03,21,26.21,2,15,061f0274-de48-4ff9-9b0e-62671cdf462f
Touch n Go eWallet,5a747c1d-90d3-4f8f-8520-64e0fde897d9,53.27,15,26.91,4,14,e41c929c-24da-4552-aba4-deb96725dedb
GrabPay,daa7030e-cc13-47a1-8e31-b10e2873cc9e,191.36,23,38.23,7,10,e41c929c-24da-4552-aba4-deb96725dedb
GrabPay,9abcd5fb-eee0-4fa7-8a31-e551997bb525,126.28,25,56.45,4,13,b32086c4-d65e-4d21-9f40-6bc6b2abc511
Touch n Go eWallet,99dc8da2-f422-43cc-b26d-4339d1590bb3,358.68,18,46.47,7,3,b32086c4-d65e-4d21-9f40-6bc6b2abc511
ShopeePay,551f9ea7-860c-46e2-8efa-bc27b965defe,17.07,18,91.84,6,8,b32086c4-d65e-4d21-9f40-6bc6b2abc511
ShopeePay,c2035266-2067-4bbd-b07a-d3a281625327,182.72,16,60.55,7,12,e013a539-7ee1-4eec-a1ef-0537ca18256e
MAE,67699875-130b-4107-b0a2-d43fcd18f5f4,417.51,12,63.64,1,7,e013a539-7ee1-4eec-a1ef-0537ca18256e
MAE,f8d4d617-b8cf-4be5-b560-d583c28a1788,127.91,26,23.45,6,4,8c5e03b3-7f4e-4b03-91fa-026cd0e060b0
Touch n Go eWallet,a499f9ed-c26f-40c8-91c1-4561a0f97988,375.37,9,62.04,3,7,8c5e03b3-7f4e-4b03-91fa-026cd0e060b0
Touch n Go eWallet,eaf02c60-d66f-4f8e-a4ad-426eb95dd7ca,481.58,26,11.25,7,6,c8860406-a924-4cb3-ba81-3d6a17714ff8
ShopeePay,4e73532f-8496-4444-864e-932cbd8b62c9,107.35,23,49.33,3,5,c8860406-a924-4cb3-ba81-3d6a17714ff8
GoPayz,3fbf93ad-5234-468e-8019-f249e4da9ec2,247.59,16,55.4,4,4,c8860406-a924-4cb3-ba81-3d6a17714ff8
MAE,b2f9ea5e-bb92-4fed-bc85-ea6718642902,59.02,10,57.85,3,9,c8860406-a924-4cb3-ba81-3d6a17714ff8
GoPayz,9fb357f9-a2e5-40b4-bae4-33336fde00a1,254.33,8,12.74,6,6,4a321dba-579f-4c1a-a5b9-55cc1b3b221d
ShopeePay,f1481c81-fbe1-4716-b0a4-af8925478fda,145.99,5,50.95,5,12,4a321dba-579f-4c1a-a5b9-55cc1b3b221d
GrabPay,36993250-a774-4a5b-bc81-1f1b7d9d95d5,169.57,14,76.18,2,4,4a321dba-579f-4c1a-a5b9-55cc1b3b221d
GrabPay,3be5308a-804e-4cf7-9efe-736e22fb5f16,157.67,15,77.55,5,5,d82a49fd-ff04-4e06-9bd2-c4b358dc2a0a
Boost,0ae176c4-d2f6-45a8-bc85-67b07225ffa2,244.63,5,45.62,2,3,d82a49fd-ff04-4e06-9bd2-c4b358dc2a0a
ShopeePay,29a052bc-78f1-4c51-a5dd-8044a1bef7f7,182.83,14,52.76,2,13,d82a49fd-ff04-4e06-9bd2-c4b358dc2a0a
Touch n Go eWallet,125273aa-5bf0-49ba-aab0-261cdf6b7ece,374.08,22,88.03,5,14,d82a49fd-ff04-4e06-9bd2-c4b358dc2a0a
Boost,273a2058-3087-4dae-ae5f-281105572e89,246.0,28,74.33,4,7,4c383322-5c6a-42c4-8bc7-0a0c99e87ae3
MAE,ba0cde57-aac0-4135-8b02-5a84ec042653,380.22,20,54.09,1,15,4c383322-5c6a-42c4-8bc7-0a0c99e87ae3
ShopeePay,8a9f930f-4384-496b-884f-9bc5906a8845,214.56,10,33.02,4,15,4c383322-5c6a-42c4-8bc7-0a0c99e87ae3
ShopeePay,8713878c-981e-427c-8ac3-aaa140a93609,188.56,30,51.42,4,3,a232915b-696b-4860-9dd4-e32ff6faa658
Boost,a23102bd-f9dd-4867-ad22-faded7239715,251.15,7,70.79,3,9,a232915b-696b-4860-9dd4-e32ff6faa658
GoPayz,a0f91458-828d-438a-b20a-4ac0bc5ebf2e,258.14,15,44.92,2,12,a232915b-696b-4860-9dd4-e32ff6faa658
ShopeePay,2e5eb2f2-9d88-4f9d-838d-8204f7b8f5ca,489.87,5,59.3,2,11,b8d1c138-3d96-4436-bced-550f3d9106b3
GoPayz,b0e7b467-09fa-4487-85bb-f166d374e93f,443.91,11,15.82,2,9,b8d1c138-3d96-4436-bced-550f3d9106b3
Touch n Go eWallet,87828e2f-cd3d-429d-8c2f-80d3f163895f,72.55,17,47.58,1,10,c068845a-906b-48b3-bf19-401c88a18c65
ShopeePay,6fe4ed99-ff54-4997-9d61-f27a74d1749d,229.37,14,80.67,2,5,c068845a-906b-48b3-bf19-401c88a18c65
Boost,58ebc6f6-8d88-4469-affa-e36a9ad06d0d,449.18,8,50.09,4,11,c068845a-906b-48b3-bf19-401c88a18c65
MAE,283357d2-8897-494a-acd0-0d92f713bcc3,127.93,22,24.04,5,11,57b72088-031d-474c-9ade-fbf563b0e60f
GoPayz,98331bec-007e-4408-bda5-e78691249e28,199.07,7,54.7,2,12,57b72088-031d-474c-9ade-fbf563b0e60f
Boost,1cd48959-a201-475b-9ffa-48ab08abe2a7,151.76,22,71.53,6,14,5f2e3d8e-7241-4a4f-8ff8-2b979ff79c63
ShopeePay,005b4d9b-d131-41d0-872f-219baee3acda,310.21,21,62.82,8,12,5f2e3d8e-7241-4a4f-8ff8-2b979ff79c63
GoPayz,9644ec4e-7b09-41b3-b0dc-bf2682f470f8,88.15,26,33.9,6,6,5f2e3d8e-7241-4a4f-8ff8-2b979ff79c63
Boost,a69d474e-c5b4-4f33-8aa3-dd11e87efd2c,351.95,8,52.47,5,3,2bce19f5-9bcf-4fd5-9b45-58493def9a91
GrabPay,87096012-739d-474c-add6-79a1d4578199,471.29,6,96.52,4,4,2bce19f5-9bcf-4fd5-9b45-58493def9a91
Touch n Go eWallet,a7301f68-9253-4cd8-b116-ad1e29e02a7f,320.81,29,47.76,8,12,2bce19f5-9bcf-4fd5-9b45-58493def9a91
MAE,7057e794-8184-4814-a23a-da8f188f6816,467.18,10,29.51,6,8,2bce19f5-9bcf-4fd5-9b45-58493def9a91
ShopeePay,eff75cfa-96fa-4b85-826e-f46f42b8e4e0,267.14,28,41.24,2,9,41b26266-3044-4e18-9ba7-eb1b36c89382
Boost,076f79cc-f444-44c4-9b62-7dd2503ecc8b,224.92,17,79.13,4,12,41b26266-3044-4e18-9ba7-eb1b36c89382
Touch n Go eWallet,e31a0b7f-495e-48e9-af7a-2645170a9184,63.1,22,65.67,3,5,d8ac6c24-af06-4482-8d75-6e43e617cc49
ShopeePay,7e499465-9102-4df9-ad7c-3b7e32a00259,352.09,9,78.62,8,14,d8ac6c24-af06-4482-8d75-6e43e617cc49
Boost,0efd25e5-422b-4044-9648-091394f628ae,56.05,25,74.77,8,6,ccbaf25c-ee87-4d6f-9468-fb6e63725614
GoPayz,ea8e262f-2583-4b56-9ec6-c76fd41d04e7,342.55,20,14.82,1,3,ccbaf25c-ee87-4d6f-9468-fb6e63725614
Touch n Go eWallet,eba0e391-b913-4a55-bdd6-2e00db693047,152.18,17,22.35,4,13,ccbaf25c-ee87-4d6f-9468-fb6e63725614
ShopeePay,0d226f85-d809-486e-b194-c1454829ec5b,11.98,7,71.86,4,12,44543045-159b-4334-8bd0-ee5632ca54bf
Touch n Go eWallet,20549332-a413-4dbd-bd21-f8b488646c42,496.81,16,96.5,8,9,44543045-159b-4334-8bd0-ee5632ca54bf
Boost,ccb3b847-6d86-4438-a5a0-332c264ba7f8,110.19,19,83.69,3,6,86e11f28-983f-4a3a-8327-2614e475f7f2
ShopeePay,16225867-5743-41dc-a351-d0be7dd86f84,383.49,30,78.67,1,11,86e11f28-983f-4a3a-8327-2614e475f7f2
Touch n Go eWallet,a9971d52-6759-4462-834b-23c929d2132a,425.46,30,90.79,2,8,d5f00ee6-b707-4493-9f2e-c6f1e6310bf0
GoPayz,7bb1a548-3bb3-4629-a3a3-a8f68b66b03c,15.92,26,14.64,1,5,d5f00ee6-b707-4493-9f2e-c6f1e6310bf0
MAE,bb89678c-ca0b-4b82-a4b0-604ed29934ae,363.26,24,64.41,5,15,d5f00ee6-b707-4493-9f2e-c6f1e6310bf0
Boost,c86bbe83-bade-4780-8218-1765bfec0388,365.99,18,18.97,5,10,d5f00ee6-b707-4493-9f2e-c6f1e6310bf0
MAE,eb15c40d-edee-4880-ad36-441b718015ed,166.62,23,85.22,1,15,e33a1f15-9097-4526-95be-11419b1ed950
GrabPay,86daaca1-017b-4f35-946e-0063cc0cf301,440.36,25,73.01,6,15,e33a1f15-9097-4526-95be-11419b1ed950
Boost,5a6062e3-d3c7-454d-92fc-fc55a61925fa,42.31,17,24.15,5,6,972ff7bc-07fe-4bf2-98be-28acf14dc0a8
ShopeePay,1a7f2df4-221f-4c82-bc09-12ec1a23b313,430.63,13,83.53,3,6,972ff7bc-07fe-4bf2-98be-28acf14dc0a8
Touch n Go eWallet,fbc43c95-87fa-459d-b6e2-94320523e972,145.75,11,36.88,5,6,972ff7bc-07fe-4bf2-98be-28acf14dc0a8
GoPayz,ee27c3d6-10c9-4846-a058-cde5fc370235,375.0,27,30.67,4,11,972ff7bc-07fe-4bf2-98be-28acf14dc0a8
MAE,ebf5db56-ad8c-4316-83d6-39a3c965b901,234.54,11,35.71,4,14,86173d95-212a-4038-9c8d-7a35cf9a8db4
GrabPay,ad71fa47-38c2-48f1-8a55-cbab9a038726,59.13,23,62.58,7,8,86173d95-212a-4038-9c8d-7a35cf9a8db4
ShopeePay,b00e2612-80a8-4b1c-9e19-7e802c7cedc8,494.72,9,46.49,6,8,86173d95-212a-4038-9c8d-7a35cf9a8db4
Touch n Go eWallet,ff04cd93-4f35-4c17-b0f9-7206446505c4,100.62,9,63.13,3,6,c47e84b2-168c-4799-ae4b-527efd9e5277
MAE,69b8b717-a15d-434a-8b33-e47b312d13bf,20.18,19,71.46,2,13,c47e84b2-168c-4799-ae4b-527efd9e5277
ShopeePay,cfe2a6e0-a627-4868-a779-90e82d235985,57.89,26,15.61,1,3,c47e84b2-168c-4799-ae4b-527efd9e5277
ShopeePay,28a7c1b1-3d77-4242-aa70-afea25d12cb4,302.98,11,22.78,6,15,fd40f6b4-c149-4f19-ab83-987b2e130056
GrabPay,1c2beccb-2be9-4c02-95c5-ae9aa276267e,18.48,14,56.46,4,12,fd40f6b4-c149-4f19-ab83-987b2e130056
GoPayz,023b4c59-fbd9-44e6-8ab2-087f1a70aec5,153.55,30,22.95,4,12,fd40f6b4-c149-4f19-ab83-987b2e130056
Boost,8a7507ee-63d1-4b38-a405-ed812df79c2d,272.67,29,85.46,2,7,7bba6efb-97bf-4c26-8c0b-a4f94085c817
ShopeePay,064481a0-8f4e-4069-a8db-d13352555de5,158.38,9,19.76,3,6,7bba6efb-97bf-4c26-8c0b-a4f94085c817
GrabPay,5ba7a353-e6be-481e-a4f9-c0c1968899df,94.61,22,56.47,7,13,7bba6efb-97bf-4c26-8c0b-a4f94085c817
MAE,7008789d-6743-4908-bb49-31190d9fc571,203.31,22,82.2,8,3,7bba6efb-97bf-4c26-8c0b-a4f94085c817
Boost,6faaca69-b592-4e8c-b19c-36cb5100195f,90.41,7,53.55,7,8,0e97f003-4610-4535-b046-7ae5665faa63
MAE,0f8f9367-4ea9-49fd-af56-5fd79d74c07f,154.64,13,89.31,3,3,0e97f003-4610-4535-b046-7ae5665faa63
Touch n Go eWallet,4005dfaa-62f9-4e84-8eed-b210abec0733,83.07,22,90.45,3,6,0e97f003-4610-4535-b046-7ae5665faa63
GoPayz,2ebf2291-cf82-476f-9246-7d0252762811,171.44,21,41.17,7,11,0e97f003-4610-4535-b046-7ae5665faa63
GoPayz,830843d6-5abb-4a3a-b7c7-d15e2c11bc04,244.27,14,67.05,2,12,6d3ea952-104a-45db-85ac-31eabfdaea0d
MAE,1052ad9f-cb5c-4db8-8b4c-f08c2bfcccf3,168.9,11,15.75,1,12,6d3ea952-104a-45db-85ac-31eabfdaea0d
GrabPay,e003b7f9-be63-4dce-b0ce-52d289e97447,300.56,8,87.22,2,12,6d3ea952-104a-45db-85ac-31eabfdaea0d
ShopeePay,5417912d-b2ef-4f68-95df-6586044f5959,259.03,8,35.04,8,5,6d3ea952-104a-45db-85ac-31eabfdaea0d
GoPayz,94e74d60-4576-4675-b346-f1b13c1e4c3e,304.92,27,53.92,2,12,44e01b9a-f068-4fa2-a437-ed3e5e84a487
MAE,6aa4e3c4-6d87-4898-acbe-5231a760255f,214.89,24,46.59,8,13,44e01b9a-f068-4fa2-a437-ed3e5e84a487
Boost,3ed8790e-7ac3-4ce6-a682-dae475c6c9ca,53.07,21,39.84,8,10,44e01b9a-f068-4fa2-a437-ed3e5e84a487
Touch n Go eWallet,82e22c2e-615a-4914-9ab5-3c350ca6c8bc,248.7,28,45.75,8,11,44e01b9a-f068-4fa2-a437-ed3e5e84a487
GoPayz,a2176989-3669-42f4-a70c-cf378df77ea1,377.28,14,71.14,2,9,a4d1a185-8d0d-4cfd-a849-6d8b263df02d
MAE,6c365187-f2ba-4a83-bb25-924e49f147d5,92.71,6,42.96,8,3,a4d1a185-8d0d-4cfd-a849-6d8b263df02d
ShopeePay,7d23ca82-cc38-445b-a91f-a0d546b8991a,178.46,21,54.61,2,10,a4d1a185-8d0d-4cfd-a849-6d8b263df02d
Touch n Go eWallet,ca7e52c4-a5d9-4005-9711-21d3d30ddb6d,262.2,12,64.79,5,10,a4d1a185-8d0d-4cfd-a849-6d8b263df02d
Boost,6a29fc6c-13ef-4ad6-9131-1e9939d5c59c,244.93,10,69.75,3,8,250018c5-d3e6-46fe-8a7c-a8195066963e
Touch n Go eWallet,e60e4178-420a-4b09-aaf8-2c253a7be0d1,288.75,9,27.06,6,12,250018c5-d3e6-46fe-8a7c-a8195066963e
MAE,1ee9474e-71c3-4d90-aa8f-2c35e743477b,86.69,7,66.39,2,8,250018c5-d3e6-46fe-8a7c-a8195066963e
ShopeePay,30410c9d-386e-4e40-afbd-3acb117af26b,344.95,6,55.4,1,9,4c64a949-96be-4220-a7f5-ff58ce4d80d7
Boost,5f9f9782-5d57-4f8f-9341-16f0aca8588e,301.43,17,38.23,2,7,4c64a949-96be-4220-a7f5-ff58ce4d80d7
Touch n Go eWallet,1fd80164-8bed-44ef-b375-75989913d34b,195.29,20,61.51,2,7,4c64a949-96be-4220-a7f5-ff58ce4d80d7
GoPayz,3952800a-5602-49ea-8d4d-6f313044ad55,305.86,12,87.73,6,10,ddc32feb-e7dd-49bb-b56d-27217f9e4e11
Boost,35a913b3-11ca-47f4-ad13-481c48b68223,30.44,28,62.02,7,10,ddc32feb-e7dd-49bb-b56d-27217f9e4e11
GrabPay,339f4edf-93c0-4ed1-8e02-ecdfdaebf441,475.2,13,38.81,1,3,ddc32feb-e7dd-49bb-b56d-27217f9e4e11
Touch n Go eWallet,e65994f4-b71a-475b-9774-cbbcdc031ba7,488.02,8,20.23,5,12,ddc32feb-e7dd-49bb-b56d-27217f9e4e11
Touch n Go eWallet,819ec26e-2c8a-4bdd-a806-f8b6a96aae58,278.38,29,28.19,7,7,806d5e54-0b02-4447-88d2-f539c614d278
MAE,80a15908-3a15-4dcf-b550-1dc5fe9ae2dd,494.35,23,38.37,2,8,806d5e54-0b02-4447-88d2-f539c614d278
ShopeePay,872c09e0-a083-4c3c-b628-5cf1a1bb70be,480.81,23,26.79,8,11,98a06f52-9eb9-4744-b9f1-eed26ba29694
MAE,9bc766cd-e106-4ddf-8360-3118d9abcf60,101.39,16,41.24,3,13,98a06f52-9eb9-4744-b9f1-eed26ba29694
GrabPay,7159dee7-7b00-4553-bec9-5638042842e0,216.32,13,43.13,3,4,98a06f52-9eb9-4744-b9f1-eed26ba29694
ShopeePay,b2d8ee08-2480-428c-b8bc-c3f4db7b5156,11.85,29,44.18,7,10,6d8ae2e7-4b8f-42b5-af29-8fb9935f20a7
GoPayz,b4a66747-d7c8-4502-9c13-898da3e57fb5,221.11,21,22.07,4,14,6d8ae2e7-4b8f-42b5-af29-8fb9935f20a7
ShopeePay,5e150c3b-e40d-4493-9d19-b1a8d99f97d3,285.06,10,87.81,1,10,cfa5c5bd-7edd-40e8-a4ec-b4d2e8c3358d
GoPayz,d67a19bb-0e32-4ba7-8580-6ae958451a6e,388.24,23,55.79,6,7,cfa5c5bd-7edd-40e8-a4ec-b4d2e8c3358d
GrabPay,522c98a4-c117-4647-91e4-f5de941b8f81,390.36,27,37.71,2,13,de5e81bd-c288-4821-afb1-6a6e91d7a595
MAE,717cef10-2571-4ea4-a25e-b021c0a412f5,117.92,22,15.21,6,15,de5e81bd-c288-4821-afb1-6a6e91d7a595
ShopeePay,9cb76895-5b31-4aa1-b5be-e09e172ff403,227.87,23,35.79,8,7,9917b1ca-9dd0-484b-ac81-8d1a665e2951
Touch n Go eWallet,20e9c4e4-aaa5-4916-8ed3-f564ba5a0b59,294.86,21,11.66,3,14,9917b1ca-9dd0-484b-ac81-8d1a665e2951
GrabPay,32ffc7c4-d0d7-4155-ad74-5f7460ce195f,247.87,9,32.74,3,13,9917b1ca-9dd0-484b-ac81-8d1a665e2951
MAE,aa267e40-e16a-44b2-9585-4904c18fef5a,95.0,15,38.13,5,13,9917b1ca-9dd0-484b-ac81-8d1a665e2951
Touch n Go eWallet,083d682f-ea2d-43d2-a532-5c3178dd40f8,447.71,27,25.91,6,12,cd016bf7-c7b3-485f-b56c-4ab972e81a54
GoPayz,cab297a9-9ecf-437f-a6a7-bcd01a813b02,284.36,25,96.43,4,6,cd016bf7-c7b3-485f-b56c-4ab972e81a54
MAE,3812431e-6757-4d19-9789-8dab6009be6c,469.31,12,20.04,3,5,cd016bf7-c7b3-485f-b56c-4ab972e81a54
Boost,65b6e6a8-ac7b-4d69-928e-79ce3c59584d,163.45,13,33.27,8,4,cd016bf7-c7b3-485f-b56c-4ab972e81a54
GrabPay,bef2b7d9-7738-4721-9827-8fb1047b744b,204.13,26,13.16,7,4,c06bb342-db3d-4fe7-bb41-e9c177f12421
GoPayz,b9e8fc66-10e1-40a9-a21f-99833fde5589,345.06,26,15.32,6,6,c06bb342-db3d-4fe7-bb41-e9c177f12421
Touch n Go eWallet,9c3752c0-b9d6-4fb3-b40f-f27f1afc9e97,50.71,26,34.39,7,10,d1207d02-6d74-4622-a5c3-a73a8adc57fd
GrabPay,9653013d-e0ec-4ab1-8f2f-07653ec7f0fb,64.12,7,79.65,1,15,d1207d02-6d74-4622-a5c3-a73a8adc57fd
GoPayz,0f4a0363-d41e-4eaf-bc16-cfd1b56cac1d,131.94,25,92.96,4,4,d1207d02-6d74-4622-a5c3-a73a8adc57fd
ShopeePay,74c5a665-ffc1-4877-b180-f4ce0889d981,403.12,12,51.43,6,11,d1207d02-6d74-4622-a5c3-a73a8adc57fd
GoPayz,7cc55e7c-71b1-4d2b-ae5c-948353f28c5b,87.17,11,35.48,2,3,889a4ec7-f285-4a44-a072-24916ce4115f
GrabPay,2e12c671-212f-4254-93cb-4fb0d24c5127,189.08,12,22.08,2,11,889a4ec7-f285-4a44-a072-24916ce4115f
ShopeePay,8b15cba7-8bc9-4f73-9895-e4c8f24b76ae,96.13,27,44.68,6,7,889a4ec7-f285-4a44-a072-24916ce4115f
